msg_id,text,timestamp
0,thanks! I've been here all day but neglecting my twitter,0.2096297266124108
1,Another sales pitch today for a potential #surface customer. I do more sales than development these days,0.33359947407163915
2,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?! I just want to sleep..,0.490035007294643
3,I know what you mean.. its always like that in Malabon.,1.1058898537483128
4,has a really bad cold,1.1556230947902497
5,I'm not in mood+situation to write internals but will have to write DMW tomo,1.1583467095306301
6,"just writ a thing, it is spamming people with tickets for bands with &quot;that word&quot; in. Probably children too",1.2138111306923198
7,"i wanna see twilight again. love it, but i don't have the dvd. oh well... guess i surive.",1.8763838640909922
8,noo I got this wack ass iPhone,1.8992840631158205
9,"I NEVER THOUGHT THAT I COULD HATE SOMBODY, BUT I REALLY HATE YOU ï¿½TOBE D....ï¿½, I ONLY GAVE YOU ALL OF MY LOVE AND YOU PAY ME SO BAD!",1.9049968866795988
10,I'm making a cup of tea. It's steeping now. The dog is out on the porch. The door is also open. I hope That not bugs come inside.,1.907663339875719
11,Today's weather really sucks compared to yesterday,2.1655816861077604
12,At my dads talent show dinner thing. No one else is here yet my parents are to busy schmoozing so i am sitting by myself at our table.,2.166788011237577
13,Its 5am and I'm awake,2.2099864678644887
14,"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology",2.4601732053755305
15,:| dat one hurt my feelings,2.4856600132365827
16,i just want to sleep,2.4871035706970206
17,I strongly dislike people who make stupid comments and dont know the whole story,2.6218964797684396
18,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats",2.8015853350662883
19,Wondering why gamebattles is down,2.9293229021994214
20,- too difficult??? who ARE these people?? no doubt the ones who only ever see Africans as starving and helpless - grrrrrr,2.9424200805745158
21,wishing i was 5 again,3.0083685191991587
22,5 months since the Metro Station &amp; Cash Cash concert,3.026100867623051
23,I am really digging this weather too bad I have to serve people wings today inside,3.0828956128468
24,it'll take 3 days for my sister to get her passport,3.1345652673641102
25,throat to 'just stop',3.3516792175122436
26,"Last day at home today Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!",3.4340627749097408
27,i must go...,3.542734090512916
28,OMJ the Jonas Brothers still are NOT comming to Australia I&quot;m like thir biggest fan EVA lol and i still luv Joe the Sexiest guy eva lol,3.5465431018077136
29,I have huge head ache,3.755610437339397
30,"with Cody, but that was horrible. never again. I'm traumatized",3.8610731878429103
31,i think i might be coming down with something,4.3760340327810585
32,Ahhhhh so when are you leaving? Will you not make Friday?,4.5504159639544115
33,can't believe the crap that's on the radio. i need in my life,4.748245522098692
34,"trying to figure out what exactly this thing does, how it works, etc...i guess it really does take me while to figure these sites out",4.953431559937566
35,Yawn!! Just got up. Getting ready for school.,5.083615626762134
36,has had a really unproductive day I've got loads to doo arghh,5.153231055360338
37,"Retired to bed now, bit of gta ds before sleeping. Hip still poorly",5.326611660139779
38,Emily will be glad when Mommy is done training at her new job. She misses her.,5.3441079796921676
39,lol yeah iv been thinking about it. probobly wount do it. dont have the money,5.52341562710076
40,"I thank everyone for following me. I am on Twitter most of the day, I am unemployed at the moment",5.545073459694391
41,"i'm in my clinic, its booring",5.640690933207408
42,I ragequit because I died like 5 times haha. BUT GOOD LUCK TO YOU!,5.65278130321058
43,I'm in season five...around episode 6 or 7...and I'm starting to like Will Bailey. But I feel like I'm cheating on Sam Seaborn,5.826301874175493
44,So do we. The appropriate authorities have been informed.,5.8618903024332525
45,they are saying on the radio that they've found that some fast food has a high level of saturated fat- why did nobody tell me,5.887845230533495
